,Reviews,#GENERAL,#FEATURE,#PRICE,#CAMERA,#DESIGN#SCREEN
668,226 grs? You're joking.,-,negative,-,-,-
669,no change at all disappointed,negative,-,-,-,-
670,Camera look like ugly but that will be another trend like notch.,-,-,-,-,negative
671,Iphones are more and more putting on weight. Too heavy phones is a nightmare for the hands.,-,negative,-,-,-
672,where is the 5G band its time to make 5G support phone.,-,negative,-,-,-
673,camera still 12MP,-,-,-,negative,-
674,Very very Bad Design This,-,-,-,-,negative
675,ah...battery!,-,negative,-,-,-
676,It looks like Philip's shaving machines,-,-,-,-,negative
677,No 5G network support in Iphone yet.,-,negative,-,-,-
678,226g weight like a metal bricks??? the weight is about almost the mate 20X weight! Shame apple!!!,-,negative,-,-,-
679,Alien like camera lens phone??? I hate this phone design.,-,-,-,-,negative
680,most ugly phone on world,-,-,-,-,negative
681,"same specificaticons as previous model, no micro sd , no 3,5 mm audio jack, no 5g",-,negative,-,-,-
682,overpriced,-,-,negative,-,-
683,Wtf .. battery,-,negative,-,-,-
684,worst looking phones ever,-,-,-,-,negative
685,"Nothing new, nothing impressive. No innovation at all",negative,-,-,-,-
686,Just Love the Apple iPhones,positive,-,-,-,-
687,very bad and old look back cover style come on iPhone what happened with your designer team its look like a normal phones,-,-,-,-,negative
688,The only thing i dont like about this phone is the design. cameras looks weird,-,-,-,-,negative
689,"Wow, an iphone with OLED display. Took them a while.",-,-,-,-,positive
690,Old phone in old design,-,-,-,-,negative
691,this is the ugliest phone ever.,-,-,-,-,negative
692,this is the best in smartphone industry,positive,-,-,-,-
693,it looks a great phone,positive,-,-,-,-
694,one of the best ever,positive,-,-,-,-
695,Disappointed with the design...I thought the could pull a big surprise as they did with the iPhone x but no,-,-,-,-,negative
696,Too big and akward notch ... backside cameras looks like tripple barrel gun,-,-,-,-,negative
697,I will never change my android for an iPhone they don't have no difference from the android the system that iPhone are using android did have it first very disappointed,negative,-,-,-,-
698,ugly iphone.. same design with useless notch,-,-,-,-,negative
699,the NOTCH just got wider!!!!,-,-,-,-,negative
700,They have upped their game a little bit but kept the same design to be honest I would go for the huawei flagships and Samsung flagships instead.,positive,-,-,-,negative
701,"The ""worst"" iPhone design ever. Camera placement looks like a fidget spinner and notch is very annoying. 0/10 for the design.",-,-,-,-,negative
702,not gonna lie apple is going to face problems,negative,-,-,-,-
703,But lame design. And it gonna feel heavy on the hands,-,negative,-,-,negative
704,It's dope,positive,-,-,-,-
705,This design shows that Apple is totally out of ideas,-,-,-,-,negative
706,"Although the camera setup is not the most appealing one, it's still a beautiful and extremely capable phone.",-,-,-,-,positive
707,O boy ugliest iphone Ever. looks like spider eyes,-,-,-,-,negative
708,Apple you should learn from MEIZU how to make beautiful phone with thin bezel instead of ugly notch...,-,-,-,-,negative
709,What a terrible design,-,-,-,-,negative
710,"Fastest CPU and GPU, others still struggling to catch up with previous gen CPU.",-,positive,-,-,-
711,"At the core of this update is Apple's new processor, the A13 Bionic, which Apple claims is the fastest CPU and GPU in a smartphone.",-,positive,-,-,-
712,Big Disappointment.,negative,-,-,-,-
713,Spider's eyes low spec. Worst update.,negative,-,-,-,-
714,4GB RAM is a disappointment. it should have been 6GB,-,negative,-,-,-
715,This camera looks like fidget finger. Nothing new,-,-,-,-,negative
716,The most advanced ugliest camera ever on a phone,-,-,-,-,negative
717,Why is too expensive ?!,-,-,negative,-,-
718,the phone is damn so beautiful especially cams form and replacement,-,-,-,-,positive
719,Same front design (notch),-,-,-,-,negative
720,Same 4 GB RAM,-,negative,-,-,-
721,Same 64 GB ROM to choose minimum and above (price tag),-,negative,-,-,-
722,No 5G,-,negative,-,-,-
723,No reverse wireless charging,-,negative,-,-,-
724,Additional 3rd Camera Lens (Ultra Wide),-,-,-,positive,-
725,Slight improved CPU,-,positive,-,-,-
726,Slight improved GPU,-,positive,-,-,-
727,Apple has hurt its fans by introducing ugly looking back of new 11 series.,-,-,-,-,negative
728,The reason why Apple is still overpriced is because of that NOTCH!!!!!,-,-,negative,-,negative
729,"I'm sorry, but the iPhone notch is HIDEOUS.",-,-,-,-,negative
730,"The first time I saw the iPhone X, I couldn't believe they would release something so damn ugly. Now it is 2 generations later and that damn notch is still ever present.",-,-,-,-,negative
731,worst phone ever lol,negative,-,-,-,-
732,No USB C type port,-,negative,-,-,-
733,yes the best phone hands down just because they say it must be true,positive,-,-,-,-
734,"Hello, i agree with you, the notch looks a little dumb.",-,-,-,-,negative
735,The ugliest 3-camera phone placement I've ever seen.,-,-,-,-,negative
736,They have introduced new feature called Heptic touch,-,positive,-,-,-
737,Apple don't know the meaning of the word Innovation,negative,-,-,-,-
738,New pro max is hefty quarter a kg weight and thicker,-,negative,-,-,-
739,Bezel are even thicker and notch,-,-,-,-,negative
740,I’m an Apple user and I’ll even say that this release is truly disappointing,negative,-,-,-,-
741,"There is very little difference between the 2018 and 2019 devices, both aesthetically and technically.",negative,-,-,-,-
742,Horrible. Enough reason to pass along with the price.,negative,-,-,-,-
743,"Ok, i know that the optimisation is good and so is the ecosystem so, yeah fine, use iPhones.",-,positive,-,-,-
744,I'm a fan of apple but the fact is we have been seeing same prior notch design for 3years Apple please bring some innovative design at least for new year incremental approach needs to be change now...we all want revolutionary steps from apple in next year..,-,negative,-,-,negative
745,"For the people who use it for the ecosystem and fluidity, I just don't think it's worth it just for that considering the price you're paying for it",-,-,negative,-,-
746,APPLE SELLS OLD TECHNOLOGIES AT LAST SEC INOVATION PRICES to loosers that now nothing outside Apple environment,-,negative,negative,-,-
747,The iPhone 11 pro Max already has a bigger battery compares to iPhone XS Max!,-,positive,-,-,-
748,"why aren't they going for a different thing...because iphone 11 is same as the iphone 10...only the camera structure is differs from the other one...so hoping a bigger difference in the future,,",-,-,-,-,-
749,"But, iPhone 11 has ultra-wide camera too",-,-,-,positive,-
750,"Sorry, but it's ugly",-,-,-,-,negative
751,Wtf 4gb ram in 2019???? .....(No comment),-,negative,-,-,-
752,Don't mind them.iOS is ahead of Android like 10x far better. Android users including me should just accept it. Let everyone stay on their lane,-,positive,-,-,-
753,This is real badass phone.,positive,-,-,-,-
754,Best camera and video camera,-,-,-,positive,-
755,Best screen,-,-,-,-,positive
756,Best CPU,-,positive,-,-,-
757,Best GPU,-,positive,-,-,-
758,Best performance,-,positive,-,-,-
759,Best battery life,-,positive,-,-,-
760,Best price.,-,-,positive,-,-
761,Only 4Gb ram???,-,negative,-,-,-
762,Best phone ever..,positive,-,-,-,-
763,"Boring phone with big price, making the same thing every year",negative,-,-,-,-
764,Apple invented notch but don't know how to remove the notch,-,-,-,-,negative
765,"You are totally right, iPhone is the worst",negative,-,-,-,-
766,Still ugly still notch still stupid design and still 99.9% customer satisfaction,-,-,-,-,negative
767,it has 3696 battery capacity nice,-,positive,-,-,-
768,"I'm not gonna bad-mouth the iphone11, it really looks good (at least not as ugly as most early leaks and rumours had suggested)",-,-,-,-,positive
769,"The thing is Apple is more optimized. While more RAM, CPU speed, etc. will definitely help",-,positive,-,-,-
770,It's the best phone ever.,positive,-,-,-,-
771,Battery charging is so late,-,negative,-,-,-
772,from my point of view Apple lost its edge this year with iphone 11 and 11pro,negative,-,-,-,-
773,just got this phone! And the camera is crazy good,-,-,-,positive,-
774,4gb of ram at that price!??? I can find a phone with 8gb at over half the price or I can build a gaming pc with 4x times amount of the ram. So over priced,-,-,negative,-,-
775,It has the best battery life for a 2019 flagship,-,positive,-,-,-
776,Best screen,-,-,-,-,positive
777,Best CPU and GPU,-,positive,-,-,-
778,Best battery life,-,positive,-,-,-
779,Best still and video camera.,-,-,-,positive,-
780,This phone is really killing it,positive,-,-,-,-
781,"I've never been an Apple fan, but this phone is exceptional in so many ways",positive,-,-,-,-
782,its display is among the best in the market in 2019 and so are its cameras and build quality,-,-,-,-,positive
783,"Its CPU, GPU and battery performance is the absolute best in any 2019 phone so far",-,positive,-,-,-
784,"The large notch will always remain the same eyesore as in the times of the iPhone X, and the camera arrangement on the back is definitely not the best looking.",-,-,-,-,negative
785,over priced,-,-,negative,-,-
786,Iphone 11 pro max now this time stil best phone of the world,positive,-,-,-,-
787,Much better if iphone have radio and dual sim,-,positive,-,-,-
788,so expensive,-,-,negative,-,-
789,"I got gifted the iphone 11 pro, it costed way too much i can agree on that",-,-,negative,-,-
790,"It has great colour calibration,bright display,good viewing angle,great black deep for lcd screen plus it has 120hz touch-sensing which i can feel the silky smooth experience in scrolling and tapping",-,-,-,-,positive
791,I have a space gray and it looks very good in real life.,-,-,-,-,positive
792,"If we talk about the rear it's probably the ugliest iPhone ever, they could make a better job with the cameras area.",-,-,-,-,negative
793,"Faster in opening phone menus even when windows are closed (finally !) Some apps open much faster and pages within those apps load much faster , but only some apps. Regardless, this is probably attributed to iOS 13",-,positive,-,-,-
794,Goddamn this phone is ugly. So what is making people buy this phone with the same design.,-,-,-,-,negative
795,Hate that notch. No innovation coming from Apple in design,-,-,-,-,negative
796,Absolutely right.... Apple phone its really a horrible product,negative,-,-,-,-
797,"Fastest smartphone on the planet, plain and simple..",positive,-,-,-,-
798,I cant believe people still pay Apple's extortionate prices for sub-standard tech,-,-,negative,-,-
799,Bad design,-,-,-,-,negative
800,"The best phone currently you can get is the Iphone 11 pro max, the display is really gorgeous and the processor A13 will remain the fastest, the battery is really good for me as very heavy user",positive,positive,-,-,-
801,seeing only 8 mpix selfie camera is not really good.,-,-,-,negative,-
802,Camera only 12 MP and Battery only 3.500 mAH ? No !,-,negative,-,negative,-
803,If only there was a 1TB storage and 12GB RAM variant of the smaller phone.,-,-,-,-,-
804,Why FM radio in USA & Canada only?,-,-,-,-,-
805,They giving the lower end phones bigger battery,-,negative,-,-,-
806,Samsung should build a larger battery like other mobiles.. that's critical for flagships..,-,negative,-,-,-
807,The S10 have a 3500 mAh battery!,-,positive,-,-,-
808,"Samsung always lies on official renders of phones, they always show less bezel then are the case.. Samsung are liars",negative,-,-,-,negative
809,3300 mah battery are you made Samsung??,-,negative,-,-,-
810,Weak battery,-,negative,-,-,-
811,Bad battery and front camera looks annoying. Disappointed,-,negative,-,-,negative
812,"The only weak point is the battery, otherwise this phone is solid",positive,negative,-,-,-
813,the weak battery is a deal breaker for me.,-,negative,-,-,-
814,Samsung offers luxury and comfort while Apple offers well-maintained secrecy,positive,-,-,-,-
815,"every phone which comes battery under 4000mah won't stand a chance in the competition who offers big battery. I can see people who buy below 4000mah phones will complain endurance, hardly a day or less than 10hours.",-,positive,-,-,-
816,It's got a big hole in the screen. No thank you.,-,-,-,-,negative
817,I prefer to see better resolution,-,-,-,-,negative
818,The battery capacity will upset most of us. We expect 4000 mah+,-,negative,-,-,-
819,not worth it,-,-,negative,-,-
820,Battery capacity is a gimmick,-,negative,-,-,-
821,Why NO Radio FM available for Europe ?! Is a true non sense,-,negative,-,-,-
822,Batery only 3300 why ????,-,negative,-,-,-
823,You can stick a s7 edge battery in a s6 which has a 3500 mah battery and the standard s6 battery is 2550,-,-,-,-,-
824,Samsung need 24 MP,-,-,-,negative,-
825,S10 just bring few features.,-,negative,-,-,-
826,"When is the official launch date in India, any idea ?",-,-,-,-,-
827,Maybe the battery is not accurate. It must be more than 4000mah.,-,-,-,-,-
828,"US Version 6GB Standard? Worth it to upgrade from S8+, I slept on the S9+ because it was too different externally, just internally.",-,-,-,-,-
829,900 euros is very high price though.,-,-,negative,-,-
830,"a great device with the Triple rear cameras, the headphone jack, Micro SD card slot and all the usual Samsung's goodies.",positive,positive,-,positive,-
831,Sadly we will have to get used to the ugly holes just like the notches,-,-,-,-,negative
832,Yet again dissapointed to see smaller battery,-,battery,-,-,-
833,With the Snapdragon 855 efficiency and reduced power consumption the 3400 MaH battery will be fine,-,positive,-,-,-
834,battery is enough... you need one day full usage.... the next half day is useless...,-,positive,-,-,-
835,"camera in display, ugly design, worst than Notch...",-,-,-,-,negative
836,man these specifications are not so impressive should've made that battery 4k with the latest rivals giving more lifespan and that megapixels is not high,-,negative,-,-,-
837,"love all the specs but fck with that price tag, it should cost 650$, 700$ top",-,positive,negative,-,-
838,Yeah.. no 6GB RAM version of S10 :) only S10e has 6GB RAM,-,negative,-,-,-
839,I'm glad Samsung didn't take away the 3.5mm headphone jack and micro sd card slot. Way to go Samsung! I will stick with you.,-,positive,-,-,-
840,good bye samsung,negative,-,-,-,-
841,"FM radio just for USA and Canada, really? I will look for a phone which bears in mind the rest of the world.",-,negative,-,-,-
842,the notch is ugly as hell.,-,-,-,-,negative
843,The camera should have gone behind the screen.,-,-,-,negative,-
844,Disappointed phone.,negative,-,-,-,-
845,the worst thing is samsung included a bunch of wallpapers with dark corners to hide the notch. the battery capacity is also less,-,negative,-,-,negative
846,"Respect for Samsung didn't take away like others the 3.5mm jack and micro sd slot, but the price is to high now.",-,positive,negative,-,-
847,"Missing IR Blaster, that's important for me",-,negative,-,-,-
848,No micro SD card slot in S10!!! Only in S10+(up to 512GB) today spoke with samsung representative.,-,negative,-,-,-
849,This phone is a joke!,negative,-,-,-,-
850,"why everyone is so harsh with this new samsung and give very very bad comments. i reviewed the iphone section and i can't see any badwords there.is it because its ""apple"" so it cant be compare buy any brands? if its not on your expectation at least u can give a civilised opinion. Be a human, not a savage apes. and one thing if you cant buy it, just shut your filthy mouth and fingers off",-,-,-,-,-
851,"while you guys complain and say sh*t stuff about this, samsung is making huge money from these phones",-,-,-,-,-
852,Looks like garbage.. No thank you,-,-,-,-,negative
853,what a great phone. it full me with joy,positive,-,-,-,-
854,It looks preety cool.,-,-,-,-,positive
855,I love this phone !,positive,-,-,-,-
856,And again we have no specification on the SD card type compatibility,-,negative,-,-,-
857,So far this beauty is first in the list for the my next phone. It checks all the boxes I need and the size is perfect,-,-,-,-,positive
858,Exynos 9820 sucks... Europeans are getting ripped off by Samsung,-,negative,-,-,-
859,brilliant job by SAMSUNG. S10 is LOOKS promising,positive,-,-,-,-
860,"very very costly cell phones, I am using S7 edge since last 4 years i am quite satisfied with it and do not need to change with new one. it is all vastage of mony.",-,-,positive,-,-
861,S10 family welcomes you.i am very happy & fully satisfied in the phone feature.,positive,positive,-,-,-
862,Speaker on the right bottom and the selfie camera on the top right.... U will cry and so disturbing when u gaming and video.. what a shame and failed design big brand Samsung! This is a simple knowledge how u don't know that! OMG!,-,negative,-,-,-
863,Front camera location - bad. Top and right part of the screen from front camera seems to be useless! Only to drain battery! am I right? And no big improvements over S9 camera. Only wide angle and zoom lens were added. What about sensor? is it the same as on S9?,-,-,-,-,negative
864,Bottom Bezel more bigger than top,-,-,-,-,negative
865,Wait this has FM radio cool!,-,positive,-,-,-
866,and the good part is that it has a headphone jack !!! totally worth the price,-,positive,positive,-,-
867,"Tried the S10, not impressed. Seems a lot like my S9, but it is even taller.",negative,-,-,-,-
868,The chrome body around the phone looks old fashion. Can't see any reason to upgrade. But speaker still really good and loud.,-,positive,-,-,negative
869,Why are you exiting about this phone ? No much improvement (exept for the price),negative,-,negative,-,-
870,Wish the s10e too had the curved edge display like its big bro,-,-,-,-,negative
871,Come on now. Either all countries should have the sd855 or all should have the exynos one. This is discrimination. Samsung should know better.,-,negative,-,-,-
872,Samsung will always be king phones,positive,-,-,-,-
873,Rumors say they will keep the notch one more year :/,-,-,-,-,negative
874,"Galaxy s10 is perfect size for me, but I'm worried about the battery",-,negative,-,-,positive
875,the price is way too expensive,-,-,positive,-,-
876,Why they give only 15w charger in s9 model they gave 18w charger,-,negative,-,-,-
877,"S10+ ACCETABLE battery life, S10 poor poor battery life. I wanted S10, now I think weather to accept a bigger phone or a weaker battery",-,negative,-,-,-
878,The front camera looks quite small and nice in preview,-,-,-,-,negative
879,"Charging speed is fantastic dont see the numbers , i charge it from 25 to 100 in 50 min.",-,positive,-,-,-
880,"Size, is perfect !!! And it is realy fantastic",-,-,-,-,positive
881,Battery: after the 3rd cycle is good. Now i am talikng to you and my SOT is 1 hrs and 3 min ... The battery now is 91% ... I think is is learning my use.,-,positive,-,-,-
882,"Front camera, has group selfie and that mean wide camera so u have wide angle selfie dont worry... And i dont mean panorama i mean realy wide angle",-,-,-,positive,-
883,Speaker are damn good,-,positive,-,-,-
884,The finger print needs to be press a little harder i have no idea why maybe because of the screen protector ( it comes with pre installed screen protector ),-,negative,-,-,-
885,Speakers are very load !!,-,positive,-,-,-
886,"guys its so disappointed to see all reviews focusing on the s10+ only and no one mention the perfect size s10 , i myself was looking for battery test as this is my main concern with the normal s10 , but end up hopeless and order it myself , hope the battery is onbar/near the s10+",-,negative,-,-,positive
887,the battery life is one day no more with normal use,-,positive,-,-,-
888,The worst battery life of the Galaxy S10 range. Average usage should get you through the day but heavy usage your probably gonna need a charge by teatime. Dread to think how long it lasts if you use the reverse charging and have the always on display on.,-,negative,-,-,-
889,"FM radio (USA & Canada only) = I am from Europe, then I don't buy this phone.",negative,negative,-,-,-
890,I almost ordered this one. I switched to S10+ for the poor S10 battery. Lower even than S8. They should have put at least 3700MAh in S10. I was so angry with Samsung that I almost give up on S10 for this reason. There are a lot of people that give up for good. Samsung lost some clients for this.,-,negative,-,-,-
891,"Also back video does not support ultra wide recording, only to take photos. I would not say its a big improvement over s9",-,-,-,negative,-
892,s10 has great features and I do not regret swapping from iPhone to s10,positive,positive,-,-,-
893,I got my s10 bout three days ago and I love it heaps it is a very great phone,positive,-,-,-,-
894,Super phone in all sense. ,positive,-,-,-,-
895,Battery backup satisfactory. Camera very useful type. Good buy.,-,positive,-,positive,-
896,Battery life is quite poor.,-,negative,-,-,-
897,I have the phone got it yesterday the battery is ok. All depends on your usage/setttings,-,positive,-,-,-
898,"I received my s10 two days back..except battery life, everything is excellent. Getting only 18 hours...even In idle condition battery draining drastically",positive,negative,-,-,-
899,"The display is beautiful and I don't notice the cutout anymore, especially with the R2D2 wallpaper.",-,-,-,-,positive
900,"This phone is fantastic. Fast, easy to hold and just everything a premium phone should be. I have had if two days and so far no issues with battery.",positive,positive,-,-,-
901,Earlier people complain about notch. Now with Galaxy S10 series owners playing with new wallpapers.,-,-,-,-,negative
902,"iPhones are just way better. No matter how many upgrades the galaxy models have, the software can ever compare to IOS in any iOS device",positive,positive,-,-,-
903,I am using s10 now from 8 days.. All is well but battery life is very less. Maximum 16 to 18 hours even on power saving mode is on. Especially battery drain fast during idle mode. Samsung should fix that issue by update.,-,negative,-,-,-
904,Thank you Samsung for keeping the headphone jack.,-,positive,-,-,-
905,"No matter how good is your phone, without a good battery life, it's frustatting !",-,negative,-,-,-
906,Samsung battery sucks i got a J200f but i hate its battery improve on that.,-,negative,-,-,-
907,"Best phone i have ever used - excels at everything. Except battery. I'm getting fed up with Samsung not sorting this. I know the S10 Plus has decent battery, but their smaller models always suffer. I've optimised the phone, taken off all advanced features i don't use, removed bixby screen, even went as far as to using HD+ only and the dark theme (which i actually enjoy), yet it doesn't last throughout the whole day.",positive,negative,-,-,-
908,I just bought S10 a few days ago. No doubt it's a great phone but I have started to face some issues which are quite irritating.,positive,-,-,-,-
909,"Secondly, the notification light. The notification light is a concern for me as I used to judge my notifications with the color of notification light. Now it's not there anymore.",-,negative,-,-,-
910,"The last one is the front camera live focus. If you select other options like zoom and the one ones, they lag a lotttttt.",-,-,-,negative,-
911,Have dual sim card model.,-,-,-,-,-
912,Fast phone.,positive,-,-,-,-
913,Good display.,-,-,-,-,positive
914,"Good camera (like the wide, normal, and zoom mode).",-,-,-,positive,-
915,"Battery.. yes it is a bit drain faster(approximately after lunch time battery level would hit 20% or something. Would be goof with 5.000 mah, bht i dont thnik size would be the same.",-,negative,-,-,-
916,"Anyway fast charging feature work well, only need 1 hour to fully recharge (use qc 2.0).",-,positive,-,-,-
917,You are right about the display. It's not as vibrant. I've tried to change all settings and it's still dull and washed out looking. Hope they fix this.,-,-,-,-,negative
918,the wide angle camera and the battery life is better than the s9 plus. I'm happy with my decision,-,positive,-,positive,-
919,This phone is great.,positive,-,-,-,-
920,"i wanted to purchase this device as i love the look, display & camera",-,-,-,positive,positive
921,Just looked at specs of this phone 16MP camera... Really??? same as the......S6!!!,-,-,-,negative,-
922,finger print scanner not workin after using a glass screen protecter,-,negative,-,-,-
923,"Im disappointed with battery life, i can get 4h/5h screen time.",-,negative,-,-,-
924,The main camera has 12MP! It's the ultra wide cam that has 16MP... You can see it in the specs. Its extremely great camera,-,-,-,positive,-
925,"It seems that 3,400 mAh battery is not good enough to sustain the specs of S10",-,negative,-,-,-
926,low light photography is not that good.,-,-,-,negative,-
927,"The image quality is not that impressive in low light... Video is very hazy in low light,Will it get any software updates? I am using it for 3 days",-,-,-,negative,-
928,Get the S10. I've used it enough to say it's one of the best phones out there. Cheers!,positive,-,-,-,-
929,Battery goes down 8% in a hour when also i not use this phone.,-,negative,-,-,-
930,Excellent device except battery. Battery draining is very fast and over heating when using internet.,positive,negative,-,-,-
931,Best smartphone on the market!,positive,-,-,-,-
932,"Samsung Galaxy S10 launched without light LED notification. Without such feature, flagship may be called ""Samsung ship without Flag"". Hurry up Samsung before getting too late to loose your fans.",-,negative,-,-,-
933,"That is why I need bezel where all sensors, including notif.light, are in.",-,-,-,-,-
934,"Other than that, the punch hole does not really bother me (better than stupid notch design) and great job on battery life as well.",-,positive,-,-,positive
935,"Updated from S9. As a vloger, I especially love the camera and video. Stabilization quality and the color is just so much better.",-,-,-,positive,-
936,I am really enjoying my galaxy s10. Thanks Samsung for an Awesome phone!,positive,-,-,-,-
937,SAMSUNG S10 also has a lot of problems especially the software.,-,negative,-,-,-
938,"the led is around the front camera, you just need to activate it.",-,-,-,positive,-
939,Samsung's flagship series lovers are crying like wounded lion just to tell u why you abandon Light notification in S10 variants. Please pay attention and include it in next update,-,negative,-,-,-
940,In my country S10+ price is about 1050 EUR which matches here. But S10 price is 954 EUR which does not match here.,-,-,negative,-,-
941,I am dissapointed with this 6.1' small screen and this punch hole. I was expecting hole-free screen.,-,-,-,-,negative
942,Samsung Is Undoubtedly High Functioning Affordable Phone Than Any Smart Phone.,-,positive,positive,-,-
943,i am facing battery drainage problem. phone getting hot frequently. battery drainage exp id i charge to 100 then if i start to use in 10 minutes it sropa to 97..then drains 1 percent evey 2 to 3 mins.,-,negative,-,-,-
944,Mediocre battery life especially for a flagship,-,negative,-,-,-
945,fingerprint sensor doesn’t always recognize my thumb,-,negative,-,-,-
946,This phone is a total crap unless you want use to take nice pictures,negative,-,-,positive,-
947,"Selfie camera is worst, no clear image, battery drains fast can last for 6 hours and how can i share my power to others if it's insufficient for me",-,negative,-,negative,-
948,This is an amazing cellphone.,positive,-,-,-,-
949,The camera is amazing as always. I love doing photography and get a lot of compliments on the pictures. ,-,-,-,positive,-
950,My only issue with this phone is battery life. ,-,negative,-,-,-
951,"No Notification Light in the S series ... whaaaat ! no led light in a 900 euros phone, so pricey",-,negative,negative,-,-
952,"After 5 weeks, i can easily say this is the best phone i've ever used.",positive,-,-,-,-
953,"But there's still one issue with the S-series phone from Samsung, especially the smaller ones: BATTERY!",-,negative,-,-,-
954,"Notificacion light is a must-have , another one that lost it, in a 1000 euro price range is way too much.",-,negative,negative,-,-
955,the display is fantastic and the performance is so good.,-,positive,-,-,positive
956,"For me, battery life is great - easily better than my old S8. Most nights I have around 50% battery remaining and around 3 hours of SOT",-,positive,-,-,-
957,The build quality is excellent.,positive,-,-,-,-
958,This device's build quality is excellent.,positive,-,-,-,-
959,Camera punch hole actually doesn't bother you after a day of usage.,-,-,-,-,positive
960,Battery life is phenomenal. I easily get around 5 1/2 to 6 hours of screen on time,-,positive,-,-,-
961,Best things of this phone is the display quality. Samsung has definitely kept its best display for its flagship devices. All in all I am really happy and satisfied with this device.,-,-,-,-,positive
962,Its a fail! What poor battery it has.,-,negative,-,-,-
963,Best phone I've used. Fingerprint issue? No just ad same finger 3 times or something then it works alot better. Not the fastest but I use face unlock so never bothered by that.,positive,positive,-,-,-
964,"Speakers are amazing, so is the screen and the cameras.",-,positive,-,positive,positive
965,"Just a tat smaller would have been better (S10e feels too cheap for the price). Too bad fingerprint reader is slow, but i don't use it anyway.",-,negative,positive,-,-
966,"Just bought the phone. Coming from S8, i am impressed. Perfect for me, and storage 128 GB is great.",positive,positive,-,-,-
967,Fingerprint reader performance was not so good,-,negative,-,-,-
968,samsung Exynos processor is not good.,-,negative,-,-,-
969,bad battery,-,negative,-,-,-
970,Battery life is very less.,-,negative,-,-,-
971,The face unlock works instantaneously,-,positive,-,-,-
972,Speaker louder with more bass.,-,positive,-,-,-
973,"Screen is really better than S8, brighter. Screen is less curved than on S8, i like the small curve actually",-,-,-,-,positive
974,bad battery,-,negative,-,-,-
975,"Finger print scanner is fast after update, face unlock instantaneous, speaker super loud, great camera at night, battery ok .",-,positive,-,positive,-
976,"Really good phone, no problem.",positive,-,-,-,-
977,Phone has really loud speakers,-,positive,-,-,-
978,SAMSUNG phones camera app got a Pro mode. You can adjust the ISO manually like the Pro photographer.,-,-,-,positive,-
979,"S10 is way ahead regarding cameras, memory, screen, speakers...about everything.",-,positive,-,positive,-
980,the camera and the fingerprint scanner have been improved.,-,positive,-,positive,-
981,only stupid thing is with this phone its way to pricey with no fast charging as you after spend nearly £60 for you to have the fast charging to work,-,-,negative,-,-
982,Everything Looks Bad Except To Be Honest The Benchmark Is On Top Of All Device!,negative,positive,-,-,-
983,I love iphone,positive,-,-,-,-
984,Very low screen resolution,-,-,-,-,negative
985,"Damn, I thought about buying this phone in the near future, but that low resolution is a big NO NO for me. Plus, that $750 starting price tag is also a big NOPE!",-,-,negative,-,negative
986,no 3d touch ? LOL!,-,negative,-,-,-
987,"iPhone XR has lower resolution, but has the same A12 chip , that means it will perform better in games !",-,positive,-,-,negative
988,Who will buy this piece of waste with such low resolution,positive,-,-,-,negative
989,"This shouldn’t have been priced more than 500$. Come on Apple, at least release a budget phone, below 400$.",-,-,negative,-,-
990,"Well this phone is pretty legit to me, so I'm ok with its price.",positive,-,positive,-,-
991,"Good for you. I like that they went for 120Hz for the displays, camera looks to be on the Pixel level, or even above, finally some decent Screen to Body ratio for mainstream phones.",-,-,-,positive,positive
992,There is nothing wrong with the specs of this phone.,-,positive,-,-,-
993,they have to get out of their way to put a low resolution display in this one. that's quite sad due to the A12 SoC which is overkill for the resolution,-,negative,-,-,negative
994,Very best phone with best size,positive,-,-,-,positive
995,Time to go to APPLE iOS!,-,positive,-,-,-
996,I love the price and specs,-,positive,positive,-,-
997,It's stupid for Apple for putting a 720p display ON A $750 PHONE! Ya'll always find a way to defend Apple. ,-,-,negative,-,negative
998,"Same here bro, i also like iphone xr look better",positive,-,-,-,-
999,"In my opinion it's absolutely crap phone. Huge (even wider than Galaxy Note), heavyweight with low resolution screen, and as usual for Apple - no 3.5 mm jac",-,-,-,-,negative
1000,"Well A12 bionic chipset is absolute beast. That saying, I'll see next year's iPhone launch and if I won't be blown off by anything there or if they won't launch any smaller phone",-,positive,-,-,-
1001,I Like this phone,positive,-,-,-,-
1002,2018 n apple trying to sell a hd+ display for 750+ !! crazy,-,-,-,-,negative
1003,iPhone 8 plus is much better in almost every aspect compare to this with same price,positive,-,-,-,-
1004,it looks great. Will have to wait for some real reviews until jumping to conclusions.,positive,-,-,-,-
1005,The price (€850) and the low resolution for this screen size (DPI is actually OK) are the most concerning issues with this phone.,-,-,negative,-,negative
1006,"every thing ok. but only the thing design, its looks same , only the different the camera structure, hopeless!",-,-,-,-,negative
1007,"WTF!!!!!??? 800p screen in 2018? And on the 6.1"" screen? Also IPS for $900?? That's really crazy",-,-,-,-,negative
1008,It's incredible how people are so stupid to buy an iPhone when is over priced and worst then Android,negative,-,negative,-,-
1009,Worst product from Apple.,negative,-,-,-,-
1010,Totally waste product an 700 dollar phone they can't even give an 1080p screen.,-,-,negative,-,negative
1011,Apple can't even provide an 1080p screen for this much huge upfront and simply names there worst product with there stupid name.!!!,negative,-,-,-,negative
1012,Totally a waste product,negative,-,-,-,-
